1176,0.1904,1250,238,1012
1177,0.14951,1224,183,1041
1178,0.133381,1387,185,1202
1179,0.193419,1246,241,1005
1180,0.187102,1256,235,1021
2541,0.103806,1445,150,1295
2542,0.198835,1202,239,963
2543,0.175081,1228,215,1013
2544,0.0747782,1578,118,1460
2545,0.0702736,1608,113,1495
3496,0.138085,1347,186,1161
3497,0.128053,1351,173,1178
3498,0.135417,1344,182,1162
3499,0.0512965,1774,91,1683
3500,0.0650155,1615,105,1510
3741,0.159251,1281,204,1077
3742,0.191736,1210,232,978
3743,0.194717,1325,258,1067
3744,0.10573,1466,155,1311
3745,0.133832,1472,197,1275
3826,0.136624,1398,191,1207
3827,0.115499,1342,155,1187
3828,0.160063,1262,202,1060
3829,0.103175,1512,156,1356
3830,0.140671,1372,193,1179
3831,0.134305,1303,175,1128
3832,0.158408,1231,195,1036
3833,0.1518,1278,194,1084
3834,0.0907311,1532,139,1393
3835,0.0719697,1584,114,1470
3966,0.0974707,1621,158,1463
3967,0.156535,1316,206,1110
3968,0.121713,1331,162,1169
3969,0.0779055,1566,122,1444
3970,0.143678,1218,175,1043
6451,0.106941,1412,151,1261
6452,0.154973,1297,201,1096
6453,0.179276,1216,218,998
6454,0.156078,1275,199,1076
6455,0.056615,1678,95,1583
7786,0.218316,1223,267,956
7787,0.0668272,1661,111,1550
7788,0.178947,1330,238,1092
7789,0.201027,1169,235,934
7790,0.152788,1309,200,1109
8306,0.1875,1248,234,1014
8307,0.128713,1313,169,1144
8308,0.139516,1240,173,1067
8309,0.133864,1382,185,1197
8310,0.181458,1262,229,1033
9141,0.16343,1236,202,1034
9142,0.127707,1339,171,1168
9143,0.072005,1611,116,1495
9144,0.177419,1240,220,1020
9145,0.139623,1325,185,1140
9681,0.159452,1386,221,1165
9682,0.202361,1186,240,946
9683,0.0641106,1591,102,1489
9684,0.101612,1427,145,1282
9685,0.164395,1247,205,1042
10851,0.135493,1358,184,1174
10852,0.0898491,1458,131,1327
10853,0.142016,1359,193,1166
10854,0.14505,1303,189,1114
10855,0.127724,1331,170,1161
10861,0.18408,1206,222,984
10862,0.101257,1511,153,1358
10863,0.125448,1395,175,1220
10864,0.144471,1239,179,1060
10865,0.135922,1339,182,1157
10881,0.206126,1208,249,959
10882,0.163298,1237,202,1035
10883,0.162722,1352,220,1132
10884,0.172043,1209,208,1001
10885,0.140902,1242,175,1067
11801,0.0613048,1778,109,1669
11802,0.155854,1264,197,1067
11803,0.0730263,1520,111,1409
11804,0.177273,1320,234,1086
11805,0.0780742,1537,120,1417
11916,0.073302,1487,109,1378
11917,0.139183,1322,184,1138
11918,0.111683,1361,152,1209
11919,0.052506,1676,88,1588
11920,0.235936,1191,281,910
11921,0.169124,1153,195,958
11922,0.134529,1338,180,1158
11923,0.0921238,1422,131,1291
11924,0.171041,1181,202,979
11925,0.23406,1192,279,913
13746,0.0980663,1448,142,1306
13747,0.158858,1366,217,1149
13748,0.0619861,1581,98,1483
13749,0.135153,1539,208,1331
13750,0.181818,1276,232,1044
13846,0.086785,1521,132,1389
13847,0.142653,1402,200,1202
13848,0.183639,1198,220,978
13849,0.151101,1317,199,1118
13850,0.0629252,1764,111,1653
17361,0.0373396,1714,64,1650
17362,0.156122,1217,190,1027
17363,0.135937,1280,174,1106
17364,0.24062,1226,295,931
17365,0.164239,1236,203,1033
18551,0.148205,1309,194,1115
18552,0.129993,1377,179,1198
18553,0.185125,1237,229,1008
18554,0.149148,1408,210,1198
18555,0.0858484,1491,128,1363
18681,0.191953,1193,229,964
18682,0.18241,1228,224,1004
18683,0.129754,1341,174,1167
18684,0.177433,1223,217,1006
18685,0.185306,1225,227,998
19996,0.124031,1419,176,1243
19997,0.0845839,1466,124,1342
19998,0.0757671,1597,121,1476
19999,0.0552885,1664,92,1572
20000,0.16569,1195,198,997
20936,0.136329,1313,179,1134
20937,0.0563457,1828,103,1725
20938,0.170342,1315,224,1091
20939,0.06956,1682,117,1565
20940,0.164323,1138,187,951
20961,0.125578,1298,163,1135
20962,0.113978,1395,159,1236
20963,0.118308,1513,179,1334
20964,0.137019,1248,171,1077
20965,0.158819,1253,199,1054
21081,0.107764,1494,161,1333
21082,0.175107,1165,204,961
21083,0.169142,1212,205,1007
21084,0.114846,1428,164,1264
21085,0.0731132,1696,124,1572
24606,0.1668,1253,209,1044
24607,0.108947,1386,151,1235
24608,0.213223,1210,258,952
24609,0.116225,1282,149,1133
24610,0.201639,1220,246,974
24916,0.101132,1414,143,1271
24917,0.141247,1331,188,1143
24918,0.161889,1186,192,994
24919,0.169094,1236,209,1027
24920,0.0881175,1498,132,1366
28531,0.183225,1228,225,1003
28532,0.141971,1289,183,1106
28533,0.139571,1304,182,1122
28534,0.163793,1392,228,1164
28535,0.197665,1285,254,1031
29886,0.163495,1156,189,967
29887,0.121642,1340,163,1177
29888,0.117298,1347,158,1189
29889,0.131902,1304,172,1132
29890,0.134615,1300,175,1125
31196,0.109944,1428,157,1271
31197,0.075718,1532,116,1416
31198,0.165854,1230,204,1026
31200,0.0991379,1392,138,1254
6891,0.0923815,1667,154,1513
6892,0.116779,1627,190,1437
6893,0.121915,1337,163,1174
6894,0.172231,1318,227,1091
6895,0.152139,1262,192,1070
10111,0.146122,1225,179,1046
10112,0.137879,1320,182,1138
10113,0.168852,1220,206,1014
10114,0.0561255,1657,93,1564
10115,0.15937,1142,182,960
16986,0.0937931,1450,136,1314
16987,0.149367,1185,177,1008
16988,0.124918,1521,190,1331
16989,0.18888,1223,231,992
16990,0.175507,1282,225,1057
25156,0.128257,1497,192,1305
25157,0.147216,1311,193,1118
25158,0.132801,1378,183,1195
25159,0.109783,1339,147,1192
25160,0.0985353,1502,148,1354
26166,0.0957096,1515,145,1370
26167,0.167611,1235,207,1028
26168,0.0916561,1582,145,1437
26169,0.152693,1467,224,1243
26170,0.173137,1288,223,1065
28391,0.052755,1706,90,1616
28392,0.16122,1377,222,1155
28393,0.143533,1268,182,1086
28394,0.0866402,1512,131,1381
28395,0.124289,1231,153,1078
28491,0.179868,1212,218,994
28492,0.170377,1168,199,969
28493,0.167449,1278,214,1064
28494,0.154615,1300,201,1099
28495,0.147736,1347,199,1148
28836,0.145897,1316,192,1124
28837,0.0876055,1541,135,1406
28838,0.120536,1344,162,1182
28839,0.159145,1263,201,1062
28840,0.13037,1350,176,1174
29756,0.0732624,1597,117,1480
29757,0.131814,1229,162,1067
29758,0.120295,1355,163,1192
29759,0.14534,1266,184,1082
29760,0.185279,1182,219,963
31286,0.182917,1241,227,1014
31287,0.183639,1198,220,978
31288,0.147407,1350,199,1151
31289,0.120713,1458,176,1282
31290,0.094548,1449,137,1312
31566,0.105007,1438,151,1287
31567,0.12526,1445,181,1264
31568,0.13913,1380,192,1188
31569,0.21637,1234,267,967
31570,0.09375,1440,135,1305
32511,0.187773,1374,258,1116
32512,0.070625,1600,113,1487
32513,0.149804,1275,191,1084
32514,0.124636,1372,171,1201
32515,0.1832,1250,229,1021
32706,0.0995935,1476,147,1329
32707,0.14585,1241,181,1060
32708,0.167742,1240,208,1032
32709,0.0930529,1569,146,1423
32710,0.142642,1325,189,1136
32791,0.122532,1469,180,1289
32792,0.164948,1358,224,1134
32793,0.168755,1197,202,995
32794,0.158909,1246,198,1048
32795,0.0437998,1758,77,1681
32851,0.129278,1315,170,1145
32852,0.129765,1364,177,1187
32853,0.205524,1231,253,978
32854,0.0967742,1581,153,1428
32855,0.08807,1601,141,1460
33086,0.148177,1289,191,1098
33087,0.17564,1133,199,934
33088,0.171849,1222,210,1012
33089,0.154321,1296,200,1096
33090,0.24821,1257,312,945
35381,0.161789,1230,199,1031
35382,0.198005,1303,258,1045
35383,0.101478,1488,151,1337
35384,0.150165,1212,182,1030
35385,0.14658,1228,180,1048
35591,0.0940789,1520,143,1377
35592,0.0679012,1620,110,1510
35593,0.17378,1312,228,1084
35594,0.131835,1335,176,1159
35595,0.119323,1299,155,1144
36706,0.038706,1731,67,1664
36707,0.0605134,1636,99,1537
36708,0.111346,1419,158,1261
36709,0.158946,1252,199,1053
36710,0.157651,1294,204,1090
37716,0.103905,1511,157,1354
37717,0.135952,1324,180,1144
37718,0.144101,1263,182,1081
37719,0.0688759,1539,106,1433
37720,0.148649,1480,220,1260
38021,0.157209,1304,205,1099
38022,0.120344,1396,168,1228
38023,0.132263,1308,173,1135
38024,0.102849,1439,148,1291
38025,0.0816935,1677,137,1540
38661,0.151539,1267,192,1075
38662,0.218057,1307,285,1022
38663,0.172386,1253,216,1037
38664,0.158279,1232,195,1037
38665,0.0609074,1609,98,1511
38981,0.151636,1253,190,1063
38982,0.108183,1442,156,1286
38983,0.101547,1487,151,1336
38984,0.146283,1251,183,1068
38985,0.169914,1283,218,1065
39291,0.143891,1244,179,1065
39292,0.151292,1355,205,1150
39293,0.126883,1261,160,1101
39294,0.175258,1261,221,1040
39295,0.0985117,1411,139,1272
40121,0.125484,1291,162,1129
40122,0.171053,1216,208,1008
40123,0.0883459,1596,141,1455
40124,0.119729,1328,159,1169
40125,0.194566,1141,222,919
41341,0.1638,1221,200,1021
41342,0.211055,1194,252,942
41343,0.0861275,1521,131,1390
41344,0.212382,1163,247,916
41345,0.197755,1158,229,929
41396,0.141634,1518,215,1303
41397,0.139175,1358,189,1169
41398,0.21637,1234,267,967
41399,0.153473,1238,190,1048
41400,0.0705742,1672,118,1554
42496,0.172775,1337,231,1106
42497,0.179205,1183,212,971
42498,0.0742444,1522,113,1409
42499,0.171888,1245,214,1031
42500,0.13948,1269,177,1092
43606,0.153339,1213,186,1027
43607,0.0912548,1578,144,1434
43608,0.13582,1421,193,1228
43609,0.0962915,1537,148,1389
43610,0.138606,1277,177,1100
44066,0.133132,1322,176,1146
44067,0.154081,1311,202,1109
44068,0.146024,1308,191,1117
44069,0.12931,1276,165,1111
44070,0.160996,1205,194,1011
44551,0.137555,1374,189,1185
44552,0.176287,1282,226,1056
44553,0.0995504,1557,155,1402
44554,0.193811,1228,238,990
44555,0.12828,1372,176,1196
70361,0.144252,1331,192,1139
70362,0.122884,1359,167,1192
31199,0.124,1500,186,1314
31251,0.0691785,1619,112,1507
31252,0.158218,1302,206,1096
31253,0.103933,1424,148,1276
31254,0.0813428,1549,126,1423
31255,0.108029,1370,148,1222
